,trial_id,results_status,countries,global_trial_end_dates,status_list,secondary_ids
106,2020-001536-98,(No results available),['ES'],['2020-04-27'],['Prematurely Ended'],{'spon_id': 'PREPSARS'}
107,2020-001673-75,(No results available),['FR'],[None],['Ongoing'],{'spon_id': 'ABX464-401'}
108,2020-001497-30,(No results available),"['GB', 'FR', 'ES']","[None, None, None]","['Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'ALXN1210-COV-305'}
109,2020-001739-28,(No results available),['BE'],[None],['Ongoing'],{'spon_id': 'S63979'}
110,2020-001870-32,(No results available),"['HU', 'DK']","[None, None]","['Ongoing', 'Ongoing']",{'spon_id': 'CDFV890D12201'}
111,2020-001623-13,(No results available),['GR'],[None],['Ongoing'],{'spon_id': 'T3inj-02/Thy-Support'}
112,2020-001264-28,(No results available),"['DE', 'BG', 'GR', 'HU']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']","{'nct_id': 'NCT04379271', 'spon_id': 'P2-IMU-838-COV'}"
113,2020-002448-21,(No results available),['GR'],[None],['Ongoing'],"{'nct_id': 'NCT04414267', 'spon_id': 'ACTIVATEII'}"
114,2020-002287-31,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'PREVICHARM'}
115,2020-001734-36,(No results available),['FR'],[None],['Ongoing'],{'spon_id': 'DR200111'}
116,2020-002037-15,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'SARTRE'}
117,2020-001960-28,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'RCTVITD/SARS-CoV-19'}
118,2020-001841-38,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'Col-VID'}
119,2020-001420-34,(No results available),['DK'],[None],['Ongoing'],{'spon_id': '0001'}
120,2020-001684-89,(No results available),['GB'],[None],['Ongoing'],"{'isrctn': 'ISRCTN40580903', 'nct_id': 'NCT12345678', 'spon_id': 'RG_20-030'}"
121,2020-001411-25,(No results available),"['DE', 'AT', 'GB', 'ES']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'XPORT-COV-1001'}
122,2020-001732-10,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'KKS-278'}
123,2020-001296-33,(No results available),['DK'],[None],['Ongoing'],{'spon_id': 'COMBAT-COVID-19'}
124,2020-001605-23,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'HUA-COVID-19'}
125,2020-002312-43,(No results available),['ES'],[None],['Ongoing'],{'spon_id': '01052020'}
126,2020-001671-32,(No results available),['ES'],[None],['Ongoing'],{'spon_id': 'STS-BDB001-04'}
127,2020-001759-42,(No results available),"['GB', 'NL', 'ES', 'BE']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': '214094'}
128,2020-001597-30,(No results available),['GB'],[None],['Ongoing'],{'spon_id': 'MRx-4DP0004-II-001'}
129,2020-001546-19,(No results available),['BE'],[None],['Ongoing'],{'spon_id': 'ARGX-117-2001'}
130,2020-002111-22,(No results available),['PL'],[None],['Ongoing'],{'spon_id': 'BCG/COVID-19/UR/04/2020'}
131,2020-001904-41,(No results available),['GB'],[None],['Ongoing'],{'spon_id': 'GETAFIX-2020'}
132,2020-002091-12,(No results available),['BG'],[None],['Ongoing'],{'spon_id': 'HUVE-19-CT-001'}
133,2020-001675-33,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'VPM1002-DE-3.07CoV'}
134,2020-001849-39,(No results available),['SE'],[None],['Ongoing'],{'spon_id': 'NETs-C19'}
135,2020-001264-28,(No results available),"['DE', 'BG', 'GR', 'HU']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']","{'nct_id': 'NCT04379271', 'spon_id': 'P2-IMU-838-COV'}"
136,2020-001951-42,(No results available),['PL'],[None],['Ongoing'],{'spon_id': 'ReCOVery-SIRIO'}
137,2020-001038-36,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'BNT162-01'}
138,2020-002130-33,(No results available),['BE'],[None],['Ongoing'],{'spon_id': 'ZILU-COV'}
139,2020-001310-38,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'CAPSID2020-DRK-BSD'}
140,2020-001257-51,(No results available),['DK'],[None],['Temporarily Halted'],{'spon_id': '220322020'}
141,2020-001363-85,(No results available),['DK'],[None],['Prematurely Ended'],{'spon_id': '60152610\u202c'}
142,2020-001270-29,(No results available),"['DK', 'CZ', 'DE', 'GB', 'FR']","[None, None, None, None, '2020-06-25']","['Temporarily Halted', 'Prematurely Ended', 'Temporarily Halted', 'Temporarily Halted', 'Prematurely Ended']",{'spon_id': 'EFC16858'}
143,2020-001376-15,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'VPM1002-DE-3.06CoV'}
144,2020-001411-25,(No results available),"['DE', 'AT', 'GB', 'ES']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'XPORT-COV-1001'}
145,2020-001498-63,(No results available),['BE'],[None],['Ongoing'],{'spon_id': 'BIO101-CL05'}
146,2020-001264-28,(No results available),"['DE', 'BG', 'GR', 'HU']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']","{'nct_id': 'NCT04379271', 'spon_id': 'P2-IMU-838-COV'}"
147,2020-001937-11,(No results available),['GB'],[None],['Ongoing'],{'spon_id': '132333'}
148,2020-001244-26,(No results available),['AT'],[None],['Ongoing'],{'spon_id': 'COV-2-SOLNATIDE-20'}
149,2020-001243-15,(No results available),['BE'],['2020-06-10'],['Completed'],{'spon_id': 'S63874'}
150,2020-001411-25,(No results available),"['DE', 'AT', 'GB', 'ES']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'XPORT-COV-1001'}
151,2020-001636-95,(No results available),['GB'],[None],['Ongoing'],{'spon_id': '282110'}
152,2020-001481-11,(No results available),['DE'],[None],['Ongoing'],"{'nct_id': 'NCT04338958', 'spon_id': 'RuxCoFlam'}"
153,2020-002293-28,(No results available),['SE'],[None],['Ongoing'],{'spon_id': '2020-002293-28'}
154,2020-001889-10,(No results available),['GB'],[None],['Ongoing'],{'spon_id': 'STOIC'}
155,2020-002120-37,(No results available),['GB'],[None],['Ongoing'],{'spon_id': 'RESP301-002'}
156,2020-001644-25,(No results available),"['FR', 'DE', 'ES', 'SE']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'D822FC00001/ACE-ID-201'}
157,2020-002233-15,(No results available),['DE'],[None],['Ongoing'],{'spon_id': 'NICCAM-001'}
158,2020-001784-88,(No results available),['FI'],[None],['Ongoing'],{'spon_id': 'WHO-FIN-COVID-19'}
159,2020-001497-30,(No results available),"['GB', 'FR', 'ES']","[None, None, None]","['Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'ALXN1210-COV-305'}
160,2020-001736-95,(No results available),['GB'],[None],['Ongoing'],"{'spon_id': 'ACCORD-2-001,Sub2,3,4,6,5,8'}"
161,2020-001512-26,(No results available),['DE'],[None],['Restarted'],"{'nct_id': 'NCT04340544', 'spon_id': 'COMIHY'}"
162,2020-001767-86,(No results available),['IE'],[None],['Ongoing'],{'spon_id': 'COVIRL-002'}
163,2020-001777-71,(No results available),['GB'],[None],['Ongoing'],{'spon_id': 'RAVEN'}
164,2020-001435-27,(No results available),['FR'],[None],['Ongoing'],"{'nct_id': 'NCT04356495', 'spon_id': 'CHUBX2020/12'}"
165,2020-001513-20,(No results available),['IT'],[None],['Ongoing'],"{'nct_id': 'NCT04335201', 'spon_id': 'DEFI-VID19'}"
166,2020-001745-40,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'COVID-SARI-001'}
167,2020-001501-24,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'IRST100.47'}
168,2020-001390-76,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'ESCAPE'}
169,2020-001228-32,(No results available),['GB'],[None],['Ongoing'],{'spon_id': 'COV002'}
170,2020-001528-32,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'ARCO-Homestudy'}
171,2020-001987-28,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'PRECOV'}
172,2020-001172-15,(No results available),"['DE', 'DK', 'AT', 'GB']","[None, None, None, None]","['Ongoing', 'Ongoing', 'Ongoing', 'Ongoing']",{'spon_id': 'APN01-01-COVID19'}
173,2020-001921-30,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'STAUNCH-19'}
174,2020-001795-15,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'COMBAT-19'}
175,2020-001854-23,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'AMMURAVID'}
176,2020-001558-23,(No results available),['IT'],[None],['Ongoing'],{'spon_id': 'COFID19-AIFA17/2020'}
